duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_type,level,attack_family
0,udp,smtp,SF,471,9832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0.1845636774528232,0.0684206300271156,0.0014144664039524822,0.044201672371709695,0.9680657194727216,0.06292663156433857,0.1356522170172393,245,236,0.7216857161267846,0.03911152492945916,0.2019545623636302,0.06960841624747788,0.021873652719331695,0.01803017576909603,0.013769253887504619,0.0049945866391223675,normal,21,Normal
0,tcp,http,REJ,589,4004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,0.024070095141827893,0.022890008262385745,0.006413603064330688,0.03804250607564859,0.9973176022262474,0.12374429896835759,0.19258414733168638,247,46,0.8962816558805236,0.08575558693888156,0.09325579849492793,0.07371700106344778,0.011887825696051568,0.016811729375884023,0.03679947845103997,0.04508158065909971,normal,21,Normal
0,tcp,private,S0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,453,0.9610608838950019,0.9610608838950019,0.0,0.0,0.9779751538832903,0.0872117356232656,0.0,255,34,0.05125426045833369,0.30509297877300023,0.09033731342816831,0.0,0.9610608838950019,0.9610608838950019,0.0,0.0,back,3,DoS
4,tcp,http,S0,970,1743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0.00248848752300205,0.03392127530438501,0.004267102013293346,0.003190582266541978,0.9907502202822169,0.01639332655644175,0.13068797136257668,65,187,0.894134891422274,0.03728083571922671,0.09392119387029757,0.07333578161899547,0.030000428560364945,0.0008075315309891862,0.004357149910837877,0.03508371120459388,normal,21,Normal
0,tcp,http,SF,1166,974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,14,0.01297432295842522,0.009041248625759243,0.034849497319399354,0.08532470044962358,0.8888059975894539,0.05685511560506117,0.12708480821267365,221,38,0.8179289196021896,0.030930871765297397,0.04489124607243226,0.07460907704727059,0.013102550683119864,0.005052809026231209,0.01261552222891632,0.005285244659654881,normal,21,Normal
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,89,0.902864609275802,0.902864609275802,0.0,0.0,0.9499536390630169,0.05956012073106947,0.0,255,12,0.08901265600237353,0.13551768353963528,0.03623770173393777,0.0,0.902864609275802,0.902864609275802,0.0,0.0,teardrop,7,DoS
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,499,0.9118304369841375,0.9118304369841375,0.0,0.0,0.920027703644144,0.0009308929182440751,0.0,255,27,0.14481676504743904,0.24166191827469002,0.18898618803239664,0.0,0.9118304369841375,0.9118304369841375,0.0,0.0,pod,11,DoS
2,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0.0,0.0,0.6624562989278783,0.49362099500646833,0.15400561617491554,0.8929660404241916,0.782255819078923,255,21,0.04851838194904669,0.8418363393521198,0.7632201519027761,0.5522704904742437,0.0,0.0,0.595357893571778,0.7309491242518856,satan,14,Probe
2,tcp,http,SF,661,2205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,0.002825163992206884,0.04059889856500671,0.01604875469666233,0.0059060171316738744,0.9650931727485864,0.011458336916065653,0.07435624957898493,187,65,0.9747015301784923,0.019923630030417517,0.27561073105715017,0.011397499163351588,0.03738834308104763,0.0072982832189729015,0.043621372609267337,0.034204978676228286,normal,21,Normal
0,icmp,eco_i,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,150,0.8968798926896799,0.8968798926896799,0.0,0.0,0.9499163063382151,0.09636854731815858,0.0,255,39,0.13361179965446626,0.16413394751246468,0.0512554723895327,0.0,0.8968798926896799,0.8968798926896799,0.0,0.0,pod,7,DoS
2,tcp,eco_i,RSTO,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,15,0.0,0.0,0.8829021174270677,0.5852675189471885,0.18664361359476672,0.744043074836585,0.5698414165158228,255,5,0.17550480784330175,0.7258434229010928,0.7634931787839623,0.5023691429885746,0.0,0.0,0.8123763480015647,0.8064050320721181,ipsweep,8,Probe
0,tcp,auth,SF,548,6294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0.0014230007222982527,0.038189218111886636,0.003964165396856325,0.07778940886653911,0.8503803851552947,0.010227606340103812,0.059868877952152726,6,222,0.7586642531031588,0.03499294498151471,0.13956519376683835,0.022367467393878182,0.049432798473212504,0.03804110349536964,0.009570474108028033,0.01068721384630595,normal,21,Normal
0,icmp,private,REJ,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0.0,0.0,0.44289132337089426,0.649759479807112,0.29392389163509836,0.9516415887871507,0.7259363408920607,255,29,0.0607344595370456,0.9725791501994667,0.5818994744023436,0.53643833542196,0.0,0.0,0.5388730452466468,0.5297558777710857,portsweep,9,Probe
0,icmp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,49,0.0,0.0,0.9945888689541058,0.9945888689541058,0.9514971153245932,0.0985413428941602,0.0,255,19,0.10511638930200641,0.21687638045037227,0.09966000329373431,0.0,0.0,0.0,0.9945888689541058,0.9945888689541058,back,1,DoS
4,tcp,domain_u,SF,1555,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0006317499886955686,0.02399954232106765,0.002213434000844208,0.0016172285539608987,0.9824690277716992,0.10934052671752907,0.18472753164795597,15,215,0.882306599148627,0.06672997012729927,0.12643649085386313,0.01088579427143035,0.037806568395444766,0.015557417895056415,0.03787398778015996,0.038588918988991056,normal,21,Normal
6,tcp,auth,SF,874,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0.00511610694463062,0.03768968058686118,2.7767348630395613e-05,0.0051494178220971125,0.9770652593111048,0.06957819180434587,0.02933635538573247,27,136,0.8351720316570405,0.08716362376670017,0.040570322095551725,0.01954509852659482,0.025621095988457344,0.04028887376419333,0.0392891741190107,0.03347744531281948,normal,21,Normal
1,tcp,http,SF,1111,748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,0.0001404604076131478,0.06723518917609665,0.0005616218387758848,0.011170730806814095,0.9999053931307198,0.07934745219820767,0.1663273097328182,92,131,0.9306429531479545,0.029333070260377583,0.16988763075544766,0.08083008514771932,0.02726111569707538,0.042752812821726105,0.025204240050680466,0.012591467615048575,normal,21,Normal
1,tcp,auth,SF,1463,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.010893533591796538,0.0037070317338104065,0.000666674914199706,8.15835672922914e-05,0.8641729463871851,0.0649380479901611,0.06887195686453317,20,102,0.71219937285533,0.07746340501338808,0.2916448770194119,0.008876469798133646,0.007964158729767929,0.026158413615195164,0.002166562715430753,0.0058038381979169384,normal,21,Normal
1,tcp,private,SF,648,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.014100817194714862,0.025324081969400534,0.00010776837438706393,0.0077099217600987875,0.9765424200668731,0.018160964296103314,0.18883585247596152,156,155,0.9638616224664063,0.051340306137046016,0.0009191872358504826,0.062437279462059896,0.0002179536854257369,0.01006740655088902,0.035097230112650896,8.851602112780466e-07,normal,21,Normal
3,tcp,http,SF,1850,2669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0982397016024698,0.004155143448380432,0.0008566928584882622,0.0008670616252262929,0.9478021513137411,0.13606040697862645,0.16493488568534315,135,148,0.8595844101228767,0.04896981859294607,0.16597239674191963,0.08122060472677226,0.014528513379113296,0.0441983106607762,0.018699046366643043,0.014937121618176947,normal,21,Normal
0,tcp,smtp,SF,1026,1482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,1.378750870467031e-05,0.032088445859246424,0.05506616904820588,0.08155236014172716,0.9181269139400527,0.06498880156547374,0.0876258866113941,143,216,0.7270365014672667,0.02759531569818372,0.2578859190694873,0.0855896732319385,0.014441217212746266,0.008073314717259333,0.03742952215071412,0.04446590011485138,normal,21,Normal
3,tcp,http,SF,208,4232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,0.01177510439324353,0.0012285228221302436,0.010674427891580292,0.008340558265533893,0.8833232625019973,0.08672510248489394,0.08855075815997311,136,209,0.7292161649448307,0.02967833276338039,0.08185269962309434,0.04071255986158796,0.008417299295383545,0.0272417067730041,0.015383977188616378,0.025900476092201842,normal,21,Normal
2,tcp,domain_u,SF,1222,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0.018635883770175304,0.014575364850960969,0.0033746178431185965,0.00473450552418807,0.8923057774022697,0.1385351716223106,0.08195107079272673,155,179,0.712982028897844,0.06186205453937147,0.0866404812276609,0.008039991715696582,0.02705718780929452,0.004414130403702643,0.040490862069667795,0.01683757119124867,normal,21,Normal
2,tcp,http,SF,231,2425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,2,0.010780944699625145,0.008341547763405528,0.008485185110806108,0.012245646743974633,0.8728853658713183,0.04864770507234203,0.0513708036691511,71,144,0.9135605652479521,0.002192045939186682,0.15649381576932567,0.08062770821647597,0.022862160732947768,0.020677355361960876,0.0487166924428491,0.030848406183301137,normal,21,Normal
0,tcp,private,SF,128,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,0.0,0.0,0.5738450626275743,0.5952592818203384,0.15841080860761136,0.7530571275032131,0.7230162830859581,255,19,0.07223506646077926,0.9242431645727667,0.8796051387627573,0.32878465213678554,0.0,0.0,0.6512345870763785,0.584208686561816,ipsweep,17,Probe
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,362,0.0,0.0,0.9731943973627024,0.9731943973627024,0.9072656683837665,0.020838473758463275,0.0,255,42,0.09601286379888654,0.1087177261071274,0.17970608607357272,0.0,0.0,0.0,0.9731943973627024,0.9731943973627024,smurf,6,DoS
0,icmp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,290,0.9484106821269849,0.9484106821269849,0.0,0.0,0.9290806249377425,0.05171915786105544,0.0,255,9,0.11360925329553348,0.18161629300952076,0.18933574791007615,0.0,0.9484106821269849,0.9484106821269849,0.0,0.0,pod,6,DoS
19,tcp,ftp,SF,2153,1812,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,7,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,15,1.0,0.0,0.007697197028208547,0.0,0.0,0.0,0.0,0.0,ftp_write,1,R2L
2,udp,smtp,SF,1129,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.004048291464362387,0.014111216373297965,0.01881828413624061,0.026430164981053213,0.93541564305326,0.046955173767259904,0.18375352297911407,89,68,0.8999460480698187,0.03416446431153456,0.060850008939542094,0.09195833298231987,0.023883844662053517,0.01643831733453104,0.04940464527100515,0.030022126667777146,normal,21,Normal
7,tcp,imap,SF,769,1552,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,67,1.0,0.0,0.18100550585065103,0.0,0.0,0.0,0.0,0.0,phf,1,R2L
0,tcp,http,SF,709,3183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,11,3.828970891805032e-06,0.014863710564382291,0.00017648509933369504,0.002907697403472788,0.9766543906858027,0.1036370298826877,0.014717639180816033,110,20,0.78156276416946,0.08964364316578553,0.29850685968964297,0.007847411895636636,0.04018659011529508,0.03805724844972755,0.0499561417368094,0.008168163911150583,normal,21,Normal
13,tcp,domain_u,SF,556,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0.017678856189272674,0.0025009374643781275,0.03357641951525675,0.007272063429667172,0.8662561084143326,0.00138467551138029,0.13871399498335507,117,59,0.9875888907142713,0.08409149584070097,0.06259297546882776,0.0875654708138302,0.024537510890696636,0.00041256543975204954,0.006885553222112539,0.03276014901686825,normal,21,Normal
6,tcp,http,SF,308,730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,9,0.02135755401305254,0.01048735650994508,0.0044250999618649835,0.00016039503419593907,0.9713310374709849,0.13130328709769007,0.17318177542271407,18,16,0.9787683122609415,0.06756295710997688,0.1791281943660984,0.09888530937342678,0.012710500156739808,0.049650544379841795,0.049797629991800374,0.04593031486498861,normal,21,Normal
0,tcp,eco_i,SF,128,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,18,0.0,0.0,0.46338756211016163,0.7718953333159364,0.20342471101067594,0.657162881843414,0.8217504730263308,255,15,0.14512443107051337,0.7087340371760839,0.5003828377771191,0.7398730271781442,0.0,0.0,0.7727144608490366,0.8423380352030181,portsweep,12,Probe
4,tcp,domain_u,SF,1982,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0.0015153528095005506,0.0018770347329932105,0.04886368037899137,0.02110068646849371,0.8750805419297957,0.0632627014062084,0.07453942958471389,242,76,0.9673290607845434,0.0007135344458172321,0.06400077119448931,0.07602642071451543,0.007735059765333225,0.008808066869279157,0.0012181530000046515,0.01108832743400613,normal,21,Normal
0,tcp,eco_i,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,294,0.0,0.0,0.9356525715656869,0.9356525715656869,0.9222121196039881,0.032042833431141136,0.0,255,31,0.17231334328277792,0.08002016263778239,0.19311180991955745,0.0,0.0,0.0,0.9356525715656869,0.9356525715656869,teardrop,7,DoS
0,icmp,private,REJ,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,192,0.0,0.0,0.9904310621596635,0.9904310621596635,0.9522390928522267,0.0024784468462466513,0.0,255,22,0.06583594661547736,0.07650001931591498,0.058481536407613714,0.0,0.0,0.0,0.9904310621596635,0.9904310621596635,neptune,2,DoS
0,tcp,http,SF,458,1235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0.14880415450108764,0.03545909905196541,0.0564873914380539,0.011552585503763112,0.9955814347102736,0.024444144930638474,0.15701172382442163,92,166,0.884215056508802,0.05936201535458357,0.0226793953444951,0.08472850319592655,0.046352325758256846,0.03792987812779637,0.04522713834379341,0.03581495690150965,normal,21,Normal
